station,x_m,y_mm,u_over_Ue,T_over_Te,T_K,M_local
reattached_turbulent,0.75,5.551470265306584,0.9834633602162196,1.0266089881360385,374.128530107556,2.6904956677485865
reattached_turbulent,0.75,5.683648128766264,0.9867748345794396,1.0213392735649012,372.20808075500787,2.6995549858569348
reattached_turbulent,0.75,5.815825992225945,0.9900209447041597,1.0161450182571252,370.3151311259286,2.708435484694913
reattached_turbulent,0.75,5.948003855685625,0.993204423242464,1.0110235222910344,368.4486972841362,2.7171446400759485
reattached_turbulent,0.75,6.0801817191453065,0.996327830949916,1.0059722385794736,366.6078509911442,2.7256894575500477
reattached_turbulent,0.75,6.212359582604987,0.9993935709693933,1.0009887611551038,364.79171543695537,2.7340765114805916
reattached_turbulent,0.75,6.344537446064667,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,6.476715309524347,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,6.608893172984027,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,6.741071036443709,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,6.87324889990339,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,7.00542676336307,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,7.1376046268227515,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,7.269782490282432,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,7.401960353742112,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,7.534138217201792,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,7.666316080661472,1.0,1.0,364.4313798448639,2.7357355409326756
reattached_turbulent,0.75,7.798493944121153,1.0,1.0,364.4313798448639,2.7357355409326756
