x_m,y_m,p_Pa,T_K,Mach,u_ms,v_ms
0.4623115577889447,0.0012605042016806721,5474.900599344467,537.6605773747453,3.9999999601616403,1473.6535983051851,-7.854049498141405e-06
0.46733668341708545,0.0012605042016806721,5474.9016373945515,512.889843076201,3.9999998911625685,1530.772634571403,-2.2288751205056778e-05
0.4723618090452261,0.0012605042016806721,5474.904473321779,497.3570992898783,3.999999702658812,1550.7904490324818,-6.168859930705107e-05
0.47738693467336685,0.0012605042016806721,5474.9122210021305,506.26064044405524,3.9999991876714436,1540.8370564142174,-0.0001674499571878997
0.4824120603015075,0.0012605042016806721,5474.933387444458,533.1677884283632,3.9999977807409888,1488.3342137981315,-0.00044188041377838354
0.48743718592964824,0.0012605042016806721,5474.991213402915,560.496095718704,3.9999939370605215,1373.7696413744861,-0.0011142755277938738
0.49246231155778897,0.0012605042016806721,5475.149190646478,576.913071674076,3.9999834363647073,1207.0186774604792,-0.0026746242161450003
0.49748743718592964,0.0012605042016806721,5475.580766623572,580.9006388981105,3.999954749811126,1021.1045576888542,-0.0061812653825797596
0.5025125628140703,0.0012605042016806721,5476.759716965332,576.3701023950534,3.999876387005428,847.7162981613689,-0.014017937154901343
0.507537688442211,0.0012605042016806721,5479.979798713132,568.042186817448,3.9996623626483765,704.1672476149834,-0.031801559036241094
0.5125628140703518,0.0012605042016806721,5488.771151569115,559.2986857141607,3.9990781076762856,594.7240143184256,-0.07331426183975999
0.5175879396984925,0.0012605042016806721,5512.745484536806,551.9470220913227,3.997485320122233,516.4464862914791,-0.17351928589557236
0.5226130653266332,0.0012605042016806721,5577.920729081959,546.7383658197193,3.9931589368219687,464.2288062358722,-0.4233819521782499
0.5276381909547738,0.0012605042016806721,5753.616229200362,543.8949238033376,3.9815230006198257,433.1352229824682,-1.0605028357889863
0.5326633165829145,0.0012605042016806721,6216.797934947179,543.4458052953328,3.951036822205085,418.78366711456715,-2.673262728438437
0.5376884422110553,0.0012605042016806721,7371.147817004861,545.3985889477848,3.8762751937999953,416.4225228922441,-6.433229992711567
0.542713567839196,0.0012605042016806721,9906.885044688808,549.798242424985,3.7183328582573316,419.82576934636387,-13.238940600150148
0.5477386934673367,0.0012605042016806721,14334.045003915639,556.6337708522518,3.463554461949621,423.9818073423092,-19.854264834531016
